Rms	Zerocross	Centroid	Spread	Skewness	Kurtosis	Flatness	Entropy	Rolloff	Brightness	MFCC1	MFCC2	MFCC3	MFCC4	MFCC5	MFCC6	MFCC7	MFCC8	MFCC9	MFCC10	MFCC11	MFCC12	MFCC13	Class
0.0359697006391126	2173.90141036688	3190.68091281821	2551.75750467958	1.02173950980031	3.2686126676074	0.431546866562741	0.899638636873405	7027.89916992188	0.718071976926595	0.790964626557079	-0.642309892234351	0.602834360198344	0.122683705095528	-0.426086117944403	-0.382592443477647	-0.477360421990924	-0.274938434984375	-0.35517837860918	-0.212312206174185	-0.342341361440279	0.213369362440836	0.0255479960041947	1
0.0294630415937267	2059.40660287515	3227.29280160808	2550.00777600481	0.98635882064064	3.22465199859491	0.461000081419216	0.906703117486557	6925.61645507813	0.723126582395983	0.648366014282777	-0.651116973219491	0.621018143853848	0.241536574967784	-0.200109605949594	-0.39343057444345	-0.432446826356826	-0.282627831593976	-0.397658908211702	-0.234945337969178	-0.280642273184893	0.228363238647688	0.0668877235649679	1
0.0304076858070175	1894.91406285429	3247.06480241307	2666.84966107741	0.928801912459396	2.95727313712178	0.413650778511691	0.888840453392765	7449.81536865234	0.688445922802022	0.845636004372232	-0.480834610653019	0.512635421088422	0.256466976020465	-0.308672861707406	-0.279208749416441	-0.292410305059526	-0.21992875877659	-0.326420548362789	-0.189354294165512	-0.373666309457736	-0.221985450131266	-0.166984489349741	1
0.0417513034303788	2060.90653485103	3339.2582538143	2547.0827205878	0.854035793703839	3.09527645150335	0.440914942587558	0.900655663012185	7103.26538085938	0.72123372168531	0.592763327873626	-0.131787993544577	0.472745782669498	-0.193083830151289	-0.0765445295997363	-0.22800934991442	-0.0790193068917735	-0.106870703270541	-0.123314049930931	-0.281399251314134	-0.288134426867696	-0.327275977424983	-0.311698647693967	1
0.0775031403821682	2592.88240896104	3556.02264900844	2309.62485792776	0.800457832780843	3.40513019164972	0.44298622907611	0.908968740802312	6725.08850097656	0.80569473673108	-0.0406958922957254	-0.127298601888342	0.56525167217064	-0.336706284042256	0.122109136354849	-0.26573206775648	0.0110126605470531	-0.0569570651526622	-0.194914271170777	-0.603006926591682	-0.312455916445051	-0.475155152618202	-0.29514676737756	1
0.105987985508546	2818.37218266745	3313.58617864339	2152.62208893953	0.965597946211656	3.88575115054041	0.350048108458506	0.881922372705231	6191.46881103516	0.769734049947688	-0.0876196525166756	-0.673832804325485	0.0851596689654202	-0.421342451537142	0.381146748176074	-0.550235803887006	0.403075717727703	0.0846608279948347	-0.0400789048351925	-0.18139714082156	-0.450128646217229	-0.477293940879008	-0.370951290360041	1
0.098856364554244	2599.38211418983	3307.28542105736	2235.08938929661	0.976588279080909	3.72452834816556	0.394774923017718	0.894108703407881	6278.27453613281	0.771909780392405	0.0992254416899458	-0.690229898496458	0.124025879746146	-0.457254191631147	-0.0191041434888418	-0.424237840251158	0.243099085964112	0.229799183524757	0.0981345182989923	-0.26626415958902	-0.711388893493728	-0.349716062454557	-0.309287638587883	1
0.0851656563130827	2278.39667135277	3274.29009383247	2346.38960013414	1.00708237105564	3.51528978232792	0.445141148663098	0.915269893076267	6596.56219482422	0.751530185472064	0.229412041366467	-0.771653855353726	0.138839988259911	-0.37904597990515	-0.259075189898144	-0.0926521636082788	-0.142917762754176	-0.145576259625358	0.00250701972304387	-0.0861865168347652	-0.115027581480572	0.042869070605782	-0.466492039949627	1
0.0869127297544049	2136.90308829532	3027.22579972807	2285.51483571978	1.11740404033596	3.71551511271273	0.418119417782947	0.913514178147351	6473.41918945313	0.678733700027678	0.552175342660187	-1.22601190599954	-0.464425878351863	-0.687649353602349	-0.0744637796089885	-0.266038253314022	0.308608549658493	-0.00119084005181	-0.26330623278622	-0.245855688209903	-0.0829478025152411	0.393238115450096	0.026573764190471	1
0.084238000156667	2359.39299804998	3186.33684897175	2133.37733817458	0.98347732020527	3.87325308635442	0.345237320986726	0.89504515989888	6130.90667724609	0.743010318792206	0.154030162353379	-0.749371539320448	-0.146680990689446	-0.702950888763653	0.188711561425445	-0.671527733684487	0.31331720799879	0.252772855397228	-0.445369213495984	-0.249511510853153	-0.425378851127249	-0.250929238499658	-0.247405194673089	1
0.0807671862140003	2525.885447372	3326.64495195172	2449.25109447706	0.979733883849157	3.3245103366731	0.464883191242363	0.914991965611392	6919.56024169922	0.747924472118047	0.496741848764746	-0.720111193127598	0.192645653512425	-0.496028181983344	-0.289665070433931	-0.185072564835982	-0.201206523622844	0.034796815936349	0.119763059051479	0.0150270232377946	-0.340318420587702	-0.366910924337824	-0.44700453256776	1
0.0811107449001618	2224.39912022131	3103.98410119455	2347.24347400362	1.03442880035159	3.49309205297429	0.429443682456487	0.915049632872372	6624.82452392578	0.659616099740063	0.601645458533846	-1.04236303239924	-0.547595372562004	-0.565634568105079	0.288299805823062	-0.221822932497157	0.0391146281766926	-0.156217059220879	-0.285672584111875	0.0643730928605045	-0.0814397604802283	0.370259235272738	-0.0835437869707051	1
0.0773857925560271	2109.40433540429	3035.59163533068	2352.1712213068	1.05715994971833	3.58254420978082	0.415649297994217	0.904727498669214	6595.21636962891	0.649392488247575	0.816460698921805	-0.795050444348669	-0.304574772468752	-0.774932185892538	0.0944338519712813	-0.424213878320136	0.119976006176839	-0.00477786468549525	-0.192462661385746	-0.15752019952554	-0.243789906355037	0.265847071648596	0.032374042978429	1
0.0758994446825813	2115.90404063308	2974.74194610722	2173.68233066768	1.09819487766519	4.01494573016999	0.386612685851234	0.906514000573387	5959.31396484375	0.694592439268498	0.647115037014316	-0.939476833555048	-0.101898288848348	-0.659681491344935	0.106758709115906	-0.461519108945222	0.437520256529692	-9.39679469582205e-05	-0.286268988550448	-0.276629043600811	-0.295439430343172	0.28240257025826	0.080493280316971	1
0.0828608127954287	2030.90789533355	3066.99258838272	2242.44134821353	1.09982648967861	3.86197931560364	0.398275091371524	0.90945752869312	6381.23016357422	0.68980860547485	0.442896173532461	-1.17655727050093	-0.345196569969945	-0.71599438905151	0.217576763030199	-0.488432858254791	0.155687172445074	-0.0810081145238101	-0.373369403717897	-0.215144367166747	-0.0608355139065379	0.396687328977035	0.216825778920231	1
0.0652821466805445	1946.4117273593	2975.17205049977	2232.81180302357	1.10071672019455	3.90930352206537	0.391391326525778	0.905555032062928	6163.87939453125	0.676821891308513	0.673924755222845	-0.790100808730853	-0.0114823202525195	-0.502151229404851	0.27536873402391	-0.41910203950141	0.192382200235756	-0.0731174136077337	-0.528562893081191	-0.323964815320113	-0.035638688127629	0.532829922497509	0.294757316931941	1
